1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.789131,2.055556,0.676471,0.205882,0.047059,0.023529,0.443783,0,0,0.090774,0,0.245831,0.003883,1,1,24,0,5424,170,8,0.152941,0.07913,0
0,1,0,0,0,0,0,0,0,0,0,0,0,0,0.574147,3.677966,0.508021,0.28877,0.213904,0.144385,0.468649,0,0,0.098707,0,0.20349,0.088652,1,1,40,0,4973,187,9,0.181818,0.125448,1
0,0,1,0,0,0,0,0,0,0,0,0,0,0,0.996526,2.382883,0.562016,0.321705,0.120155,0.042636,0.525448,0,0,0.072448,0,0.226402,0.120536,1,1,55,0,2240,258,11,0.166667,0.057613,1
0,0,1,0,0,0,0,0,0,0,0,0,0,0,0.801248,1.543103,0.4,0.1,0.016667,0,0.480725,0,0,0.095861,0,0.265656,0.035343,1,0,24,0,2737,120,5,0.041667,0.100858,1
0,0,0,1,0,0,0,0,0,0,0,0,0,0,0.719157,2.676471,0.5,0.222222,0.123457,0.04321,0.446143,0,0,0.024908,0,0.228887,0.050473,1,1,14,0,12032,162,10,0.098765,0.082569,0
0,0,0,0,0,1,0,0,0,0,0,0,0,0,0.22111,0.77381,0.215054,0.053763,0.043011,0.043011,0.579596,0,0,0.039568,0,0.218978,0.311377,1,0,21,0,1287,93,3,0.548387,0.064327,1
1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.816604,2.506527,0.637755,0.293367,0.091837,0.048469,0.592322,0,0,0.056497,0,0.223004,0.511364,1,1,53,0,4401,392,0,0.160714,0.073684,0
0,0,1,0,0,0,0,0,0,0,0,0,0,0,0.872323,3.056911,0.595588,0.227941,0.044118,0.014706,0.573109,0,0,0.074576,0,0.236281,0.084112,1,1,64,0,1062,136,9,0.169118,0.180328,1
0,1,0,0,0,0,0,0,0,0,0,0,0,0,0.598149,0.929825,0.068966,0,0,0,0.478355,0,0,0.157576,0,0.310009,0.276316,1,0,50,0,268,58,2,0.137931,0.107143,0
0,0,0,0,0,1,0,0,0,0,0,0,0,0,0.77292,2.083333,0.421053,0.178947,0.042105,0,0.462995,0,0,0.099778,0,0.232048,0.275862,1,0,49,0,852,95,8,0.305263,0.139738,0
0,1,0,0,0,0,0,0,0,0,0,0,0,0,0.287884,3.164384,0.586207,0.275862,0.172414,0.149425,0.520415,0,0,0.035865,0,0.265882,0.091549,1,1,23,0,3509,87,2,0.402299,0.09058,1
0,0,1,0,0,0,0,0,0,0,0,0,0,0,0.585389,2.826772,0.669065,0.23741,0.064748,0.021583,0.562795,0,0,0.073456,0,0.247035,0.053254,1,1,55,0,1511,139,9,0.165468,0.065217,1
0,0,0,1,0,0,0,0,0,0,0,0,0,0,0.941129,4.103627,0.515556,0.297778,0.186667,0.106667,0.412429,0,0,0.064489,0,0.212928,0.693182,1,1,53,0,3243,225,6,0.208889,0.04386,0
0,0,0,1,0,0,0,0,0,0,0,0,0,0,0.898192,4.8,0.603448,0.37931,0.241379,0.155172,0.480519,0.010638,0,0.17321,0,0.259285,0.085106,1,1,45,0,1802,58,9,0.155172,0.055,0
0,0,0,1,0,0,0,0,0,0,0,0,0,0,0.348995,3.355263,0.488372,0.290698,0.081395,0.023256,0.573826,0,0,0.007968,0,0.348059,0.004608,1,1,98,1,21,86,0,0,0.12844,0
0,1,0,0,0,0,0,0,0,0,0,0,0,0,0.670358,1.571429,0.451327,0.168142,0.106195,0.053097,0.4375,0,0,0.055215,0,0.257945,0.087824,1,1,12,0,5500,113,4,0.159292,0.086066,1
